Year,Model,Price,Exterior_Color,Drivetrain,Fuel_Type,Engine,Mileage,Seller_Type
2021,Ridgeline RTL,"$39,000 ",Black,AWD,Gasoline,3.5L,732,Dealer
2021,Pilot Elite,"$38,990 ",Black,AWD,Gasoline,3.5L,662,Dealer
2021,Passport Touring,"$31,777 ",Black,AWD,Gasoline,3.5L,41924,Dealer
2021,Passport Touring,"$35,995 ",Black,AWD,Gasoline,3.5L,8538,Dealer
2021,Pilot Touring 8-Passenger,"$40,995 ",Black,AWD,Gasoline,3.5L,28057,Dealer
2021,Passport Touring,"$35,255 ",Black,AWD,Gasoline,3.5L,22704,Dealer
2021,Passport Touring,"$35,087 ",Black,AWD,Gasoline,3.5L,18126,Dealer
2021,Ridgeline Sport,"$36,000 ",Black,AWD,Gasoline,3.5L,17854,Dealer
2021,Pilot Special Edition,"$36,995 ",Black,AWD,Gasoline,3.5L,26181,Dealer
2021,Passport EX-L,"$34,496 ",Black,AWD,Gasoline,3.5L,16585,Dealer
2021,Passport EX-L,"$29,977 ",Black,AWD,Gasoline,3.5L,22700,Dealer
2021,Passport Touring,"$36,532 ",Black,AWD,Gasoline,3.5L,20579,Dealer
2021,Passport EX-L,"$33,888 ",Black,AWD,Gasoline,3.5L,10570,Dealer
2021,Pilot Black Edition,"$31,787 ",Black,AWD,Gasoline,3.5L,68979,Dealer
2021,Ridgeline Black Edition,"$39,995 ",Black,AWD,Gasoline,3.5L,32808,Dealer
2021,Pilot Black Edition,"$38,613 ",Black,AWD,Gasoline,3.5L,37726,Dealer
2021,Pilot EX-L,"$35,990 ",Black,AWD,Gasoline,3.5L,33748,Dealer
2021,Passport Sport,"$29,491 ",Black,AWD,Gasoline,3.5L,29236,Dealer
2021,Passport Sport,"$35,801 ",Black,AWD,Gasoline,3.5L,16251,Dealer
2021,Passport Sport,"$30,998 ",Black,AWD,Gasoline,3.5L,23274,Dealer
2021,Passport Elite,"$36,633 ",Black,AWD,Gasoline,3.5L,22297,Dealer
2021,Passport Touring,"$44,995 ",Black,AWD,Gasoline,3.5L,12162,Dealer
2021,Pilot Special Edition,"$36,888 ",Black,AWD,Gasoline,3.5L,17692,Dealer
2021,Pilot Special Edition,"$38,956 ",Black,AWD,Gasoline,3.5L,33525,Dealer
2021,Passport Sport,"$32,693 ",Black,AWD,Gasoline,3.5L,17476,Dealer
2021,Pilot EX-L,"$34,585 ",Black,AWD,Gasoline,3.5L,44983,Dealer
2021,Passport Touring,"$34,500 ",Black,AWD,Gasoline,3.5L,26201,Dealer
2021,Ridgeline Sport,"$34,282 ",Black,AWD,Gasoline,3.5L,21228,Dealer
2021,Passport Sport,"$31,895 ",Black,AWD,Gasoline,3.5L,22463,Dealer
2021,Pilot EX-L,"$35,468 ",Black,AWD,Gasoline,3.5L,37077,Dealer
2021,Pilot Touring 8-Passenger,"$38,788 ",Black,AWD,Gasoline,3.5L,30851,Dealer
2021,Passport Touring,"$37,488 ",Black,AWD,Gasoline,3.5L,14397,Dealer
2021,Pilot Touring 8-Passenger,"$34,999 ",Black,AWD,Gasoline,3.5L,45556,Dealer
2021,Ridgeline Sport,"$33,990 ",Black,AWD,Gasoline,3.5L,19806,Dealer
2021,Passport Elite,"$35,688 ",Blue,AWD,Gasoline,3.5L,16200,Dealer
2021,Passport Elite,"$35,875 ",Blue,AWD,Gasoline,3.5L,24370,Dealer
2021,Passport Touring,"$39,477 ",Blue,AWD,Gasoline,3.5L,19703,Dealer
2021,Passport Touring,"$36,877 ",Blue,AWD,Gasoline,3.5L,24676,Dealer
2021,Passport Elite,"$35,972 ",Blue,AWD,Gasoline,3.5L,23346,Dealer
2021,Passport EX-L,"$32,428 ",Blue,AWD,Gasoline,3.5L,34443,Dealer
2021,Passport EX-L,"$43,256 ",Blue,AWD,Gasoline,3.5L,3579,Dealer
2021,Passport EX-L,"$36,465 ",Blue,AWD,Gasoline,3.5L,9121,Dealer
2021,Passport EX-L,"$32,000 ",Red,AWD,Gasoline,3.5L,15435,Dealer
2021,Pilot EX-L,"$39,000 ",Red,AWD,Gasoline,3.5L,10339,Dealer
2021,Pilot Touring 8-Passenger,"$36,216 ",Red,AWD,Gasoline,3.5L,42740,Dealer
2021,Passport Touring,"$39,992 ",Red,AWD,Gasoline,3.5L,2492,Dealer
2021,Ridgeline RTL,"$37,600 ",Red,AWD,Gasoline,3.5L,17784,Dealer
2021,Ridgeline Sport,"$33,500 ",Red,AWD,Gasoline,3.5L,28062,Dealer
2021,Ridgeline Sport,"$35,694 ",Red,AWD,Gasoline,3.5L,21115,Dealer
2021,Ridgeline RTL-E,"$35,397 ",Red,AWD,Gasoline,3.5L,68523,Dealer
2021,Passport EX-L,"$29,999 ",Red,AWD,Gasoline,3.5L,28382,Dealer
2021,Passport Touring,"$42,488 ",Silver,AWD,Gasoline,3.5L,24076,Dealer
2021,Pilot Elite,"$37,497 ",Silver,AWD,Gasoline,3.5L,13441,Dealer
2021,Pilot EX-L,"$32,999 ",Silver,AWD,Gasoline,3.5L,37638,Dealer
2021,Ridgeline Sport,"$36,487 ",Silver,AWD,Gasoline,3.5L,19625,Dealer
2021,Passport EX-L,"$31,450 ",Silver,AWD,Gasoline,3.5L,40413,Dealer
2021,Passport Elite,"$41,998 ",Silver,AWD,Gasoline,3.5L,16535,Dealer
2021,Passport Sport,"$30,025 ",Silver,AWD,Gasoline,3.5L,15897,Dealer
2021,Pilot EX-L,"$34,945 ",Silver,AWD,Gasoline,3.5L,35404,Dealer
2021,Pilot Special Edition,"$37,375 ",Silver,AWD,Gasoline,3.5L,37717,Dealer
2021,Pilot Special Edition,"$36,501 ",Silver,AWD,Gasoline,3.5L,31185,Dealer
2021,Pilot Special Edition,"$36,495 ",Silver,AWD,Gasoline,3.5L,16265,Dealer
2021,Pilot Elite,"$49,840 ",Silver,AWD,Gasoline,3.5L,3,Dealer
2021,Pilot EX-L,"$36,529 ",Silver,AWD,Gasoline,3.5L,31324,Dealer
2021,Passport Sport,"$29,999 ",Silver,AWD,Gasoline,3.5L,18415,Dealer
2021,Passport EX-L,"$33,900 ",Silver,AWD,Gasoline,3.5L,45615,Dealer
2021,Pilot EX,"$29,980 ",Silver,AWD,Gasoline,3.5L,47442,Dealer
2021,Pilot Touring 8-Passenger,"$36,695 ",Silver,AWD,Gasoline,3.5L,39529,Dealer
2021,Passport Touring,"$38,490 ",Silver,AWD,Gasoline,3.5L,4835,Dealer
2021,Pilot Special Edition,"$37,498 ",Silver,AWD,Gasoline,3.5L,24442,Dealer
2021,Pilot Elite,"$37,250 ",Silver,AWD,Gasoline,3.5L,42019,Dealer
2021,Passport EX-L,"$29,495 ",Silver,AWD,Gasoline,3.5L,38760,Dealer
2021,Ridgeline Sport,"$28,498 ",Silver,AWD,Gasoline,3.5L,47271,Dealer
2021,Passport Sport,"$27,990 ",Silver,AWD,Gasoline,3.5L,15615,Dealer
2021,Passport Touring,"$38,592 ",Silver,AWD,Gasoline,3.5L,6409,Dealer
2021,Pilot Special Edition,"$36,084 ",Silver,AWD,Gasoline,3.5L,39215,Dealer
2021,Passport Sport,"$33,319 ",Silver,AWD,Gasoline,3.5L,32303,Dealer
2021,Passport Elite,"$32,649 ",Silver,AWD,Gasoline,3.5L,32945,Dealer
2021,Passport Elite,"$36,542 ",Silver,AWD,Gasoline,3.5L,17760,Dealer
2021,Passport Touring,"$39,488 ",Silver,AWD,Gasoline,3.5L,13890,Dealer
2021,Passport EX-L,"$28,997 ",Silver,AWD,Gasoline,3.5L,39268,Dealer
2021,Passport Sport,"$32,451 ",Silver,AWD,Gasoline,3.5L,15789,Dealer
2021,Pilot Special Edition,"$37,294 ",Silver,AWD,Gasoline,3.5L,36318,Dealer
2021,Passport EX-L,"$36,221 ",Silver,AWD,Gasoline,3.5L,2395,Dealer
2021,Pilot Black Edition,"$41,950 ",Silver,AWD,Gasoline,3.5L,4879,Dealer
2021,Pilot Touring 7-Passenger,"$38,295 ",Silver,AWD,Gasoline,3.5L,28002,Dealer
2021,Ridgeline RTL,"$38,330 ",Silver,AWD,Gasoline,3.5L,16218,Dealer
2021,Passport Elite,"$38,683 ",Silver,AWD,Gasoline,3.5L,13849,Dealer
2021,Pilot EX,"$33,998 ",Silver,AWD,Gasoline,3.5L,24622,Dealer
2021,Passport Sport,"$32,249 ",Silver,AWD,Gasoline,3.5L,30572,Dealer
2021,Pilot EX,"$32,190 ",Silver,AWD,Gasoline,3.5L,9753,Dealer
2021,Pilot EX,"$28,748 ",Silver,AWD,Gasoline,3.5L,42339,Dealer
2021,Ridgeline Sport,"$38,977 ",White,AWD,Gasoline,3.5L,21930,Dealer
2021,Pilot Elite,"$43,375 ",White,AWD,Gasoline,3.5L,32665,Dealer
2021,Pilot Touring 7-Passenger,"$38,859 ",White,AWD,Gasoline,3.5L,23015,Dealer
2021,Pilot EX-L,"$33,395 ",White,AWD,Gasoline,3.5L,32572,Dealer
2021,Pilot Elite,"$37,690 ",White,AWD,Gasoline,3.5L,20516,Dealer
2021,Ridgeline Sport,"$33,661 ",White,AWD,Gasoline,3.5L,6883,Dealer
2021,Passport Sport,"$28,987 ",White,AWD,Gasoline,3.5L,42411,Dealer
2021,Ridgeline RTL-E,"$38,432 ",White,AWD,Gasoline,3.5L,31775,Dealer
2021,Ridgeline Sport,"$30,575 ",White,AWD,Gasoline,3.5L,32061,Dealer
2021,Passport Elite,"$41,812 ",White,AWD,Gasoline,3.5L,10714,Dealer
2021,Passport Sport,"$32,900 ",White,AWD,Gasoline,3.5L,13027,Dealer
2021,Passport Elite,"$39,804 ",White,AWD,Gasoline,3.5L,14536,Dealer
2021,Passport EX-L,"$33,915 ",White,AWD,Gasoline,3.5L,16076,Dealer
2021,Passport Elite,"$39,800 ",White,AWD,Gasoline,3.5L,14371,Dealer
2021,Pilot Special Edition,"$37,488 ",White,AWD,Gasoline,3.5L,26054,Dealer
2021,Pilot Touring 8-Passenger,"$39,300 ",White,AWD,Gasoline,3.5L,28580,Dealer
2021,Passport Touring,"$37,547 ",White,AWD,Gasoline,3.5L,11230,Dealer
2021,Passport Sport,"$31,500 ",White,AWD,Gasoline,3.5L,9984,Dealer
2021,Pilot Special Edition,"$37,591 ",White,AWD,Gasoline,3.5L,22983,Dealer
2021,Ridgeline Black Edition,"$41,995 ",White,AWD,Gasoline,3.5L,3827,Dealer
2021,Pilot Special Edition,"$37,900 ",White,AWD,Gasoline,3.5L,34737,Dealer
2021,Pilot Special Edition,"$37,900 ",White,AWD,Gasoline,3.5L,14412,Dealer
2021,Pilot EX-L,"$38,000 ",White,AWD,Gasoline,3.5L,20203,Dealer
2021,Ridgeline RTL,"$38,997 ",White,AWD,Gasoline,3.5L,13542,Dealer
2021,Passport Elite,"$41,319 ",White,AWD,Gasoline,3.5L,21656,Dealer
2021,Ridgeline RTL-E,"$38,739 ",White,AWD,Gasoline,3.5L,26457,Dealer
2021,Passport Sport,"$29,149 ",White,AWD,Gasoline,3.5L,10414,Dealer
2021,Passport Elite,"$35,874 ",White,AWD,Gasoline,3.5L,27674,Dealer
2021,Pilot Elite,"$45,998 ",White,AWD,Gasoline,3.5L,14031,Dealer
2021,Ridgeline Sport,"$35,199 ",White,AWD,Gasoline,3.5L,11632,Dealer
2021,Ridgeline RTL-E,"$37,752 ",White,AWD,Gasoline,3.5L,18824,Dealer
2021,Pilot Special Edition,"$35,996 ",White,AWD,Gasoline,3.5L,19385,Dealer
2021,Passport Sport,"$38,761 ",White,AWD,Gasoline,3.5L,12038,Dealer
2021,Passport Elite,"$37,500 ",White,AWD,Gasoline,3.5L,26250,Dealer
2021,Passport Elite,"$38,741 ",White,AWD,Gasoline,3.5L,21942,Dealer
2021,Pilot Black Edition,"$39,989 ",White,AWD,Gasoline,3.5L,28197,Dealer
2021,Passport Sport,"$33,900 ",White,AWD,Gasoline,3.5L,17114,Dealer
2022,Passport Elite,"$50,125 ",Black,AWD,Gasoline,3.5L,1,Dealer
2022,Passport TrailSport,"$45,169 ",Black,AWD,Gasoline,3.5L,–,Dealer
2022,Pilot Special Edition,"$44,205 ",Black,AWD,Gasoline,3.5L,42,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,–,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,25,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,–,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,11,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,2,Dealer
2022,Ridgeline Black Edition,"$46,865 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Passport TrailSport,"$47,453 ",Black,AWD,Gasoline,3.5L,1103,Dealer
2022,Pilot TrailSport,"$49,305 ",Black,AWD,Gasoline,3.5L,9,Dealer
2022,Pilot Special Edition,"$44,205 ",Black,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot Black Edition,"$46,885 ",Black,AWD,Gasoline,3.5L,9227,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot Black Edition,"$43,530 ",Black,AWD,Gasoline,3.5L,13671,Dealer
2022,Pilot Black Edition,"$48,994 ",Black,AWD,Gasoline,3.5L,5489,Dealer
2022,Passport TrailSport,"$44,265 ",Black,AWD,Gasoline,3.5L,3247,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,91,Dealer
2022,Pilot Special Edition,"$44,205 ",Black,AWD,Gasoline,3.5L,16,Dealer
2022,Passport TrailSport,"$44,553 ",Black,AWD,Gasoline,3.5L,8,Dealer
2022,Passport TrailSport,"$42,995 ",Black,AWD,Gasoline,3.5L,18160,Dealer
2022,Ridgeline Sport,"$37,988 ",Black,AWD,Gasoline,3.5L,11454,Dealer
2022,Passport TrailSport,"$42,990 ",Black,AWD,Gasoline,3.5L,4074,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,4,Dealer
2022,Pilot Special Edition,"$44,205 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Pilot Sport,"$40,375 ",Black,AWD,Gasoline,3.5L,12,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Elite,"$51,665 ",Black,AWD,Gasoline,3.5L,12,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,8,Dealer
2022,Pilot Sport,"$39,595 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,3042,Dealer
2022,Passport EX-L,"$42,053 ",Black,AWD,Gasoline,3.5L,12,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,7,Dealer
2022,Pilot EX-L,"$42,950 ",Black,AWD,Gasoline,3.5L,7,Dealer
2022,Pilot Touring 7-Passenger,"$48,465 ",Black,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot Sport,"$39,995 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,862,Dealer
2022,Passport Elite,"$50,125 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Touring 7-Passenger,"$48,465 ",Black,AWD,Gasoline,3.5L,9,Dealer
2022,Pilot Touring 7-Passenger,"$48,465 ",Black,AWD,Gasoline,3.5L,12,Dealer
2022,Pilot Sport,"$39,038 ",Black,AWD,Gasoline,3.5L,11,Dealer
2022,Passport Elite,"$47,225 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Passport EX-L,"$42,053 ",Black,AWD,Gasoline,3.5L,335,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Passport TrailSport,"$48,709 ",Black,AWD,Gasoline,3.5L,0,Dealer
2022,Pilot Sport,"$39,299 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot TrailSport,"$48,105 ",Black,AWD,Gasoline,3.5L,4,Dealer
2022,Pilot Elite,"$51,665 ",Black,AWD,Gasoline,3.5L,5303,Dealer
2022,Pilot Sport,"$38,352 ",Black,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot Special Edition,"$42,047 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Pilot Special Edition,"$39,000 ",Black,AWD,Gasoline,3.5L,15246,Dealer
2022,Passport Elite,"$44,587 ",Black,AWD,Gasoline,3.5L,6481,Dealer
2022,Pilot Special Edition,"$39,000 ",Black,AWD,Gasoline,3.5L,18999,Dealer
2022,Pilot Touring 7-Passenger,"$47,465 ",Black,AWD,Gasoline,3.5L,12,Dealer
2022,Passport TrailSport,"$47,165 ",Black,AWD,Gasoline,3.5L,13,Dealer
2022,Pilot TrailSport,"$43,105 ",Black,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot Sport,"$42,970 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Passport TrailSport,"$40,243 ",Black,AWD,Gasoline,3.5L,10814,Dealer
2022,Pilot TrailSport,"$44,605 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Sport,"$38,664 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Passport TrailSport,"$38,993 ",Black,AWD,Gasoline,3.5L,606,Dealer
2022,Pilot Sport,"$38,852 ",Black,AWD,Gasoline,3.5L,11,Dealer
2022,Passport Elite,"$50,520 ",Black,AWD,Gasoline,3.5L,–,Dealer
2022,Passport TrailSport,"$47,165 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Pilot EX-L,"$41,500 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Pilot EX-L,"$43,605 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Passport Elite,"$47,225 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,13,Dealer
2022,Passport TrailSport,"$47,165 ",Black,AWD,Gasoline,3.5L,9,Dealer
2022,Passport TrailSport,"$43,265 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Pilot Sport,"$45,773 ",Black,AWD,Gasoline,3.5L,4,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Pilot TrailSport,"$43,485 ",Black,AWD,Gasoline,3.5L,12,Dealer
2022,Pilot Special Edition,"$44,205 ",Black,AWD,Gasoline,3.5L,–,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,0,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot Sport,"$39,875 ",Black,AWD,Gasoline,3.5L,7,Dealer
2022,Pilot Special Edition,"$44,205 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,20,Dealer
2022,Pilot Black Edition,"$43,988 ",Black,AWD,Gasoline,3.5L,11170,Dealer
2022,Ridgeline Black Edition,"$53,345 ",Black,AWD,Gasoline,3.5L,5596,Dealer
2022,Pilot Sport,"$37,998 ",Black,AWD,Gasoline,3.5L,11,Dealer
2022,Pilot EX-L,"$43,605 ",Black,AWD,Gasoline,3.5L,4,Dealer
2022,Pilot Elite,"$51,665 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Passport EX-L,"$39,124 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,4,Dealer
2022,Pilot Black Edition,"$51,165 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Pilot Sport,"$40,375 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Black Edition,"$53,560 ",Black,AWD,Gasoline,3.5L,14,Dealer
2022,Pilot TrailSport,"$46,500 ",Black,AWD,Gasoline,3.5L,12,Dealer
2022,Pilot Black Edition,"$41,599 ",Black,AWD,Gasoline,3.5L,27136,Dealer
2022,Passport TrailSport,"$50,705 ",Black,AWD,Gasoline,3.5L,1,Dealer
2022,Ridgeline Sport,"$37,291 ",Black,AWD,Gasoline,3.5L,12347,Dealer
2022,Pilot Sport,"$41,770 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Passport TrailSport,"$41,555 ",Black,AWD,Gasoline,3.5L,5423,Dealer
2022,Passport Elite,"$49,413 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Pilot EX-L,"$42,105 ",Black,AWD,Gasoline,3.5L,2,Dealer
2022,Passport TrailSport,"$44,265 ",Black,AWD,Gasoline,3.5L,–,Dealer
2022,Passport EX-L,"$42,123 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,10,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,4,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Passport TrailSport,"$42,265 ",Black,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot EX-L,"$40,740 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Sport,"$42,523 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,–,Dealer
2022,Passport TrailSport,"$41,697 ",Black,AWD,Gasoline,3.5L,18185,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Passport Elite,"$50,907 ",Black,AWD,Gasoline,3.5L,19,Dealer
2022,Ridgeline Black Edition,"$43,342 ",Black,AWD,Gasoline,3.5L,7562,Dealer
2022,Pilot Special Edition,"$44,205 ",Black,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,17,Dealer
2022,Pilot Sport,"$42,970 ",Black,AWD,Gasoline,3.5L,6,Dealer
2022,Ridgeline Black Edition,"$38,400 ",Black,AWD,Gasoline,3.5L,20995,Dealer
2022,Pilot TrailSport,"$46,105 ",Black,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Touring 7-Passenger,"$48,465 ",Black,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot Sport,"$41,375 ",Black,AWD,Gasoline,3.5L,18,Dealer
2022,Ridgeline RTL-E,"$48,165 ",Black,AWD,Gasoline,3.5L,–,Dealer
2022,Passport TrailSport,"$41,500 ",Blue,AWD,Gasoline,3.5L,13,Dealer
2022,Pilot Special Edition,"$44,205 ",Blue,AWD,Gasoline,3.5L,–,Dealer
2022,Pilot Special Edition,"$44,968 ",Blue,AWD,Gasoline,3.5L,16,Dealer
2022,Pilot Special Edition,"$44,600 ",Blue,AWD,Gasoline,3.5L,–,Dealer
2022,Pilot Sport,"$37,894 ",Blue,AWD,Gasoline,3.5L,4199,Dealer
2022,Pilot Elite,"$51,665 ",Blue,AWD,Gasoline,3.5L,11,Dealer
2022,Pilot Special Edition,"$39,999 ",Blue,AWD,Gasoline,3.5L,3195,Dealer
2022,Ridgeline RTL-E,"$41,995 ",Blue,AWD,Gasoline,3.5L,11647,Dealer
2022,Passport Elite,"$42,276 ",Blue,AWD,Gasoline,3.5L,3623,Dealer
2022,Pilot EX-L,"$43,605 ",Blue,AWD,Gasoline,3.5L,–,Dealer
2022,Pilot EX-L,"$43,605 ",Blue,AWD,Gasoline,3.5L,–,Dealer
2022,Passport EX-L,"$41,765 ",Blue,AWD,Gasoline,3.5L,2,Dealer
2022,Passport EX-L,"$44,665 ",Blue,AWD,Gasoline,3.5L,–,Dealer
2022,Ridgeline RTL-E,"$42,795 ",Blue,AWD,Gasoline,3.5L,9268,Dealer
2022,Passport Elite,"$41,950 ",Blue,AWD,Gasoline,3.5L,9352,Dealer
2022,Pilot Sport,"$41,375 ",Blue,AWD,Gasoline,3.5L,3,Dealer
2022,Passport Elite,"$44,998 ",Blue,AWD,Gasoline,3.5L,11,Dealer
2022,Passport EX-L,"$44,665 ",Blue,AWD,Gasoline,3.5L,10,Dealer
2022,Ridgeline RTL-E,"$44,045 ",Blue,AWD,Gasoline,3.5L,11,Dealer
2022,Pilot Sport,"$41,375 ",Blue,AWD,Gasoline,3.5L,709,Dealer
2022,Pilot Sport,"$41,375 ",Blue,AWD,Gasoline,3.5L,3,Dealer
2022,Passport EX-L,"$43,665 ",Blue,AWD,Gasoline,3.5L,4,Dealer
2022,Passport Elite,"$47,225 ",Blue,AWD,Gasoline,3.5L,9,Dealer
2022,Passport EX-L,"$39,850 ",Blue,AWD,Gasoline,3.5L,10305,Dealer
2022,Passport Elite,"$46,655 ",Blue,AWD,Gasoline,3.5L,280,Dealer
2022,Pilot Sport,"$41,375 ",Blue,AWD,Gasoline,3.5L,233,Dealer
2022,Passport TrailSport,"$47,060 ",Blue,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Special Edition,"$44,600 ",Red,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot Special Edition,"$42,066 ",Red,AWD,Gasoline,3.5L,11,Dealer
2022,Pilot Special Edition,"$44,600 ",Red,AWD,Gasoline,3.5L,16,Dealer
2022,Pilot Special Edition,"$44,600 ",Red,AWD,Gasoline,3.5L,133,Dealer
2022,Pilot Special Edition,"$44,205 ",Red,AWD,Gasoline,3.5L,8,Dealer
2022,Pilot Special Edition,"$44,600 ",Red,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot Special Edition,"$44,600 ",Red,AWD,Gasoline,3.5L,9,Dealer
2022,Pilot Touring 7-Passenger,"$48,860 ",Red,AWD,Gasoline,3.5L,1,Dealer
2022,Pilot Special Edition,"$40,666 ",Red,AWD,Gasoline,3.5L,4,Dealer
2022,Pilot Special Edition,"$44,600 ",Red,AWD,Gasoline,3.5L,10,Dealer
2022,Pilot Special Edition,"$44,600 ",Red,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot Special Edition,"$43,296 ",Red,AWD,Gasoline,3.5L,0,Dealer
2022,Pilot Elite,"$50,060 ",Red,AWD,Gasoline,3.5L,10,Dealer
2022,Pilot Touring 7-Passenger,"$48,860 ",Red,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Special Edition,"$40,876 ",Red,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Special Edition,"$44,600 ",Red,AWD,Gasoline,3.5L,5,Dealer
2022,Pilot Special Edition,"$41,987 ",Red,AWD,Gasoline,3.5L,3,Dealer
2022,Pilot Special Edition,"$44,600 ",Red,AWD,Gasoline,3.5L,2,Dealer
2022,Pilot Touring 7-Passenger,"$48,860 ",Red,AWD,Gasoline,3.5L,1,Dealer
