Year,Model,Price,Exterior_Color,Drivetrain,Fuel_Type,Engine,Mileage,Seller_Type
2023,CR-V EX-L,"$36,900 ",Red,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX,"$34,250 ",Red,AWD,Gasoline,1.5L Turbo,85,Dealer
2023,CR-V EX,"$34,860 ",Red,AWD,Gasoline,1.5L Turbo,8,Dealer
2023,CR-V EX,"$33,855 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$34,860 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX,"$34,800 ",Silver,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,7,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$37,055 ",Silver,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$36,983 ",Silver,AWD,Gasoline,1.5L Turbo,10,Dealer
2023,CR-V EX,"$34,850 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$33,855 ",Silver,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX,"$33,855 ",Silver,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$37,055 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX,"$33,855 ",Silver,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,40,Dealer
2023,CR-V EX,"$34,850 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,11,Dealer
2023,CR-V EX-L,"$37,055 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$37,055 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$33,855 ",Silver,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX,"$33,855 ",Silver,AWD,Gasoline,1.5L Turbo,1,Dealer
2023,CR-V EX,"$33,105 ",Silver,AWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX,"$37,405 ",Silver,AWD,Gasoline,1.5L Turbo,11,Dealer
2023,CR-V EX,"$34,355 ",Silver,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX,"$32,855 ",Silver,AWD,Gasoline,1.5L Turbo,3,Dealer
2023,CR-V EX-L,"$36,900 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$34,860 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$36,900 ",Silver,AWD,Gasoline,1.5L Turbo,10,Dealer
2023,CR-V EX,"$34,250 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX,"$33,855 ",Silver,AWD,Gasoline,1.5L Turbo,1,Dealer
2023,CR-V EX-L,"$36,900 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$36,900 ",Silver,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$35,900 ",Silver,AWD,Gasoline,1.5L Turbo,3,Dealer
2023,CR-V EX,"$34,860 ",Silver,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$40,440 ",Silver,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$36,900 ",Silver,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX,"$39,127 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX,"$34,800 ",Silver,AWD,Gasoline,1.5L Turbo,10,Dealer
2023,CR-V EX,"$34,800 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$36,358 ",Silver,AWD,Gasoline,1.5L Turbo,11,Dealer
2023,CR-V EX,"$34,405 ",Silver,AWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$37,450 ",White,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$37,076 ",White,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$36,358 ",White,AWD,Gasoline,1.5L Turbo,7,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,10,Dealer
2023,CR-V EX,"$34,860 ",White,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$37,494 ",White,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$33,250 ",White,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$34,860 ",White,AWD,Gasoline,1.5L Turbo,7,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$34,750 ",White,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX,"$33,750 ",White,AWD,Gasoline,1.5L Turbo,20,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,1,Dealer
2023,CR-V EX-L,"$36,531 ",White,AWD,Gasoline,1.5L Turbo,3,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,19,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,10,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$35,655 ",White,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$36,788 ",White,AWD,Gasoline,1.5L Turbo,448,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$37,510 ",White,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$37,450 ",White,AWD,Gasoline,1.5L Turbo,10,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,3,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,229,Dealer
2023,CR-V EX-L,"$36,505 ",White,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$35,760 ",White,AWD,Gasoline,1.5L Turbo,91,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,10,Dealer
2023,CR-V EX-L,"$37,510 ",White,AWD,Gasoline,1.5L Turbo,10,Dealer
2023,CR-V EX,"$32,844 ",White,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,7,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,3,Dealer
2023,CR-V EX-L,"$41,900 ",White,AWD,Gasoline,1.5L Turbo,8,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,16,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,64,Dealer
2023,CR-V EX-L,"$37,450 ",White,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,8,Dealer
2023,CR-V EX-L,"$37,510 ",White,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX,"$38,800 ",White,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX,"$34,800 ",White,AWD,Gasoline,1.5L Turbo,7,Dealer
2023,CR-V EX-L,"$37,450 ",White,AWD,Gasoline,1.5L Turbo,7,Dealer
2023,CR-V EX,"$36,750 ",White,AWD,Gasoline,1.5L Turbo,15,Dealer
2023,CR-V EX-L,"$37,510 ",White,AWD,Gasoline,1.5L Turbo,1,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX,"$34,800 ",White,AWD,Gasoline,1.5L Turbo,9,Dealer
2023,CR-V EX,"$34,250 ",White,AWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$36,505 ",Yellow,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$34,405 ",Blue,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$37,510 ",Blue,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$36,900 ",Blue,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$36,900 ",Blue,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX,"$34,250 ",Red,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$34,405 ",Silver,AWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$37,055 ",Silver,AWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX,"$34,405 ",Silver,AWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$36,505 ",Silver,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$37,055 ",Silver,AWD,Gasoline,1.5L Turbo,8,Dealer
2023,CR-V EX,"$34,405 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$37,510 ",Silver,AWD,Gasoline,1.5L Turbo,8,Dealer
2023,CR-V EX,"$34,860 ",Silver,AWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$37,450 ",Silver,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$37,510 ",Silver,AWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$36,900 ",White,AWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$37,510 ",White,AWD,Gasoline,1.5L Turbo,0,Dealer
2016,Civic EX-T,"$16,970 ",Black,FWD,Gasoline,1.5L Turbo,80885,Dealer
2016,Civic EX-T,"$13,350 ",Black,FWD,Gasoline,1.5L Turbo,155097,Dealer
2016,Civic EX-L,"$21,995 ",Blue,FWD,Gasoline,1.5L Turbo,45644,Dealer
2016,Civic Touring,"$22,998 ",Silver,FWD,Gasoline,1.5L Turbo,89547,Dealer
2016,Civic Touring,"$16,588 ",Silver,FWD,Gasoline,1.5L Turbo,113444,Dealer
2016,Civic EX-T,"$16,999 ",Silver,FWD,Gasoline,1.5L Turbo,97839,Dealer
2016,Civic Touring,"$20,766 ",White,FWD,Gasoline,1.5L Turbo,55982,Dealer
2017,CR-V EX-L,"$21,516 ",Black,FWD,Gasoline,1.5L Turbo,75538,Dealer
2017,Civic EX-T,"$17,999 ",Black,FWD,Gasoline,1.5L Turbo,43650,Dealer
2017,Civic EX-L,"$19,998 ",Blue,FWD,Gasoline,1.5L Turbo,14450,Dealer
2017,Civic Si,"$21,888 ",Blue,FWD,Gasoline,1.5L Turbo,58740,Dealer
2017,CR-V EX,"$23,978 ",Blue,FWD,Gasoline,1.5L Turbo,62171,Dealer
2017,CR-V EX-L,"$24,657 ",Blue,FWD,Gasoline,1.5L Turbo,40555,Dealer
2017,Civic EX-L w/Navi,"$19,500 ",Red,FWD,Gasoline,1.5L Turbo,72701,Dealer
2017,CR-V Touring,"$21,821 ",Silver,FWD,Gasoline,1.5L Turbo,58474,Dealer
2017,Civic Sport,"$14,951 ",Silver,FWD,Gasoline,1.5L Turbo,144945,Dealer
2017,Civic EX-T,"$19,990 ",Silver,FWD,Gasoline,1.5L Turbo,57367,Individual
2017,Civic Sport,"$22,990 ",Silver,FWD,Gasoline,1.5L Turbo,32527,Dealer
2017,CR-V EX-L,"$22,343 ",Silver,FWD,Gasoline,1.5L Turbo,48759,Dealer
2017,Civic LX,"$19,998 ",White,FWD,Gasoline,1.5L Turbo,70462,Dealer
2017,CR-V EX,"$19,000 ",White,FWD,Gasoline,1.5L Turbo,100520,Dealer
2017,Civic Si,"$22,784 ",White,FWD,Gasoline,1.5L Turbo,48283,Dealer
2018,Accord EX,"$25,998 ",Black,FWD,Gasoline,1.5L Turbo,24735,Dealer
2018,Civic EX,"$19,644 ",Black,FWD,Gasoline,1.5L Turbo,74758,Dealer
2018,Civic Si,"$18,060 ",Black,FWD,Gasoline,1.5L Turbo,115622,Dealer
2018,CR-V EX,"$22,500 ",Black,FWD,Gasoline,1.5L Turbo,62442,Dealer
2018,Accord EX,"$23,460 ",Black,FWD,Gasoline,1.5L Turbo,47339,Dealer
2018,Civic EX-T,"$20,266 ",Black,FWD,Gasoline,1.5L Turbo,56082,Dealer
2018,Accord EX-L,"$21,934 ",Black,FWD,Gasoline,1.5L Turbo,99188,Dealer
2018,Accord Sport,"$21,750 ",Black,FWD,Gasoline,1.5L Turbo,36027,Dealer
2018,Civic Sport,"$19,750 ",Black,FWD,Gasoline,1.5L Turbo,68180,Dealer
2018,Civic Sport,"$19,500 ",Black,FWD,Gasoline,1.5L Turbo,54541,Dealer
2018,Accord EX,"$22,978 ",Black,FWD,Gasoline,1.5L Turbo,85439,Dealer
2018,Civic Si,"$22,400 ",Black,FWD,Gasoline,1.5L Turbo,41515,Dealer
2018,Civic Sport,"$18,548 ",Black,FWD,Gasoline,1.5L Turbo,91974,Dealer
2018,CR-V EX,"$22,950 ",Blue,FWD,Gasoline,1.5L Turbo,74155,Dealer
2018,Civic Sport Touring,"$20,995 ",Blue,FWD,Gasoline,1.5L Turbo,104860,Dealer
2018,Civic Touring,"$23,990 ",Blue,FWD,Gasoline,1.5L Turbo,43194,Individual
2018,Accord EX-L,"$19,999 ",Blue,FWD,Gasoline,1.5L Turbo,95131,Dealer
2018,CR-V EX,"$23,795 ",Red,FWD,Gasoline,1.5L Turbo,62285,Dealer
2018,CR-V EX-L,"$25,395 ",Red,FWD,Gasoline,1.5L Turbo,56727,Dealer
2018,Accord LX,"$23,296 ",Red,FWD,Gasoline,1.5L Turbo,11679,Dealer
2018,Accord LX,"$22,995 ",Red,FWD,Gasoline,1.5L Turbo,27814,Dealer
2018,Civic Si,"$24,998 ",Silver,FWD,Gasoline,1.5L Turbo,56740,Dealer
2018,Civic EX,"$26,970 ",Silver,FWD,Gasoline,1.5L Turbo,47740,Dealer
2018,Accord Sport,"$22,998 ",Silver,FWD,Gasoline,1.5L Turbo,104749,Dealer
2018,Accord Touring,"$24,119 ",Silver,FWD,Gasoline,1.5L Turbo,61520,Dealer
2018,Civic EX,"$19,800 ",Silver,FWD,Gasoline,1.5L Turbo,73407,Dealer
2018,Accord Touring,"$23,990 ",Silver,FWD,Gasoline,1.5L Turbo,105200,Individual
2018,Accord Touring,"$27,215 ",Silver,FWD,Gasoline,1.5L Turbo,20865,Dealer
2018,Accord LX,"$18,800 ",Silver,FWD,Gasoline,1.5L Turbo,59893,Dealer
2018,Accord Sport,"$25,115 ",Silver,FWD,Gasoline,1.5L Turbo,59742,Dealer
2018,Civic EX-T,"$19,900 ",Silver,FWD,Gasoline,1.5L Turbo,45464,Dealer
2018,CR-V Touring,"$27,500 ",Silver,FWD,Gasoline,1.5L Turbo,27682,Dealer
2018,Civic EX-T,"$23,939 ",Silver,FWD,Gasoline,1.5L Turbo,44237,Dealer
2018,Civic Sport,"$24,700 ",Silver,FWD,Gasoline,1.5L Turbo,11364,Dealer
2018,Accord Touring,"$24,000 ",Silver,FWD,Gasoline,1.5L Turbo,64386,Dealer
2018,CR-V Touring,"$27,888 ",Silver,FWD,Gasoline,1.5L Turbo,44904,Dealer
2018,Civic Sport Touring,"$25,888 ",Silver,FWD,Gasoline,1.5L Turbo,59805,Dealer
2018,Accord LX,"$20,879 ",White,FWD,Gasoline,1.5L Turbo,62806,Dealer
2018,Accord Sport,"$21,408 ",White,FWD,Gasoline,1.5L Turbo,43685,Dealer
2018,Accord Sport,"$22,895 ",White,FWD,Gasoline,1.5L Turbo,69458,Dealer
2018,Civic Touring,"$23,064 ",White,FWD,Gasoline,1.5L Turbo,25072,Dealer
2018,Accord Sport,"$19,999 ",White,FWD,Gasoline,1.5L Turbo,64719,Dealer
2018,CR-V Touring,"$29,486 ",White,FWD,Gasoline,1.5L Turbo,61916,Dealer
2018,Civic Touring,"$23,732 ",White,FWD,Gasoline,1.5L Turbo,62359,Dealer
2018,Civic Sport,"$21,698 ",White,FWD,Gasoline,1.5L Turbo,49793,Dealer
2018,Civic Sport,"$22,623 ",White,FWD,Gasoline,1.5L Turbo,26041,Dealer
2018,Civic Sport,"$19,500 ",White,FWD,Gasoline,1.5L Turbo,82906,Dealer
2019,Accord LX,"$20,777 ",Black,FWD,Gasoline,1.5L Turbo,61025,Dealer
2019,Accord LX,"$23,495 ",Black,FWD,Gasoline,1.5L Turbo,23391,Dealer
2019,Civic Si Base,"$27,870 ",Black,FWD,Gasoline,1.5L Turbo,19882,Dealer
2019,CR-V EX-L,"$28,750 ",Black,FWD,Gasoline,1.5L Turbo,38370,Dealer
2019,CR-V EX-L,"$26,650 ",Black,FWD,Gasoline,1.5L Turbo,29867,Dealer
2019,Civic LX,"$20,229 ",Black,FWD,Gasoline,1.5L Turbo,47376,Dealer
2019,Accord Sport,"$24,900 ",Black,FWD,Gasoline,1.5L Turbo,28648,Dealer
2019,Accord LX,"$24,990 ",Blue,FWD,Gasoline,1.5L Turbo,35302,Dealer
2019,Civic EX,"$24,995 ",Blue,FWD,Gasoline,1.5L Turbo,31263,Dealer
2019,Accord LX,"$21,499 ",Blue,FWD,Gasoline,1.5L Turbo,56264,Dealer
2019,Accord Sport,"$26,998 ",Blue,FWD,Gasoline,1.5L Turbo,41554,Dealer
2019,Civic EX,"$21,993 ",Blue,FWD,Gasoline,1.5L Turbo,41815,Dealer
2019,Accord LX,"$22,990 ",Blue,FWD,Gasoline,1.5L Turbo,53541,Dealer
2019,Accord LX,"$23,498 ",Blue,FWD,Gasoline,1.5L Turbo,27316,Dealer
2019,CR-V EX,"$25,495 ",Red,FWD,Gasoline,1.5L Turbo,49393,Dealer
2019,Accord LX,"$23,959 ",Red,FWD,Gasoline,1.5L Turbo,36599,Dealer
2019,Accord EX-L,"$28,998 ",Red,FWD,Gasoline,1.5L Turbo,24934,Dealer
2019,Accord EX-L,"$29,689 ",Red,FWD,Gasoline,1.5L Turbo,21920,Dealer
2019,Accord Sport,"$23,998 ",Red,FWD,Gasoline,1.5L Turbo,32088,Dealer
2019,Accord Sport,"$22,996 ",Silver,FWD,Gasoline,1.5L Turbo,46021,Dealer
2019,Civic EX,"$22,995 ",Silver,FWD,Gasoline,1.5L Turbo,25891,Dealer
2019,Civic Sport,"$21,750 ",Silver,FWD,Gasoline,1.5L Turbo,39680,Dealer
2019,Accord EX-L,"$26,500 ",Silver,FWD,Gasoline,1.5L Turbo,21964,Dealer
2019,Civic Si Base,"$24,999 ",Silver,FWD,Gasoline,1.5L Turbo,16825,Dealer
2019,Civic Si Base,"$24,497 ",Silver,FWD,Gasoline,1.5L Turbo,56515,Dealer
2019,Civic Si Base,"$26,000 ",Silver,FWD,Gasoline,1.5L Turbo,26856,Dealer
2019,Civic Si Base,"$23,977 ",Silver,FWD,Gasoline,1.5L Turbo,51383,Dealer
2019,Civic Si Base,"$26,875 ",Silver,FWD,Gasoline,1.5L Turbo,35816,Dealer
2019,Civic Si Base,"$22,999 ",Silver,FWD,Gasoline,1.5L Turbo,62432,Dealer
2019,Civic Si Base,"$23,674 ",Silver,FWD,Gasoline,1.5L Turbo,54347,Dealer
2019,Civic Si Base,"$25,495 ",Silver,FWD,Gasoline,1.5L Turbo,44258,Dealer
2019,Civic Si Base,"$26,983 ",Silver,FWD,Gasoline,1.5L Turbo,21183,Dealer
2019,Civic Si Base,"$26,487 ",Silver,FWD,Gasoline,1.5L Turbo,38823,Dealer
2019,Civic Si Base,"$24,964 ",Silver,FWD,Gasoline,1.5L Turbo,35474,Dealer
2019,Civic Si Base,"$24,999 ",Silver,FWD,Gasoline,1.5L Turbo,11393,Dealer
2019,Civic Si Base,"$22,790 ",Silver,FWD,Gasoline,1.5L Turbo,48726,Dealer
2019,Civic Si Base,"$25,500 ",Silver,FWD,Gasoline,1.5L Turbo,34829,Dealer
2019,Accord LX,"$23,294 ",Silver,FWD,Gasoline,1.5L Turbo,36007,Dealer
2019,Civic Si Base,"$25,500 ",Silver,FWD,Gasoline,1.5L Turbo,49811,Dealer
2019,Accord LX,"$20,988 ",Silver,FWD,Gasoline,1.5L Turbo,23853,Dealer
2019,Accord LX,"$21,995 ",Silver,FWD,Gasoline,1.5L Turbo,34052,Dealer
2019,Accord Sport,"$26,347 ",Silver,FWD,Gasoline,1.5L Turbo,23395,Dealer
2019,Civic EX,"$24,991 ",Silver,FWD,Gasoline,1.5L Turbo,43785,Dealer
2019,Accord Sport,"$25,721 ",Silver,FWD,Gasoline,1.5L Turbo,21592,Dealer
2019,Civic EX,"$26,788 ",Silver,FWD,Gasoline,1.5L Turbo,29920,Dealer
2019,Accord LX,"$22,999 ",White,FWD,Gasoline,1.5L Turbo,29549,Dealer
2019,Accord EX,"$26,495 ",White,FWD,Gasoline,1.5L Turbo,33831,Dealer
2019,Civic EX,"$20,488 ",White,FWD,Gasoline,1.5L Turbo,72148,Dealer
2019,Accord LX,"$25,555 ",White,FWD,Gasoline,1.5L Turbo,28667,Dealer
2019,Civic Si Base,"$24,490 ",White,FWD,Gasoline,1.5L Turbo,64171,Dealer
2019,Accord Sport,"$26,998 ",White,FWD,Gasoline,1.5L Turbo,36662,Dealer
2019,Civic Si Base,"$26,415 ",White,FWD,Gasoline,1.5L Turbo,36427,Dealer
2019,Civic EX-L,"$28,000 ",White,FWD,Gasoline,1.5L Turbo,30747,Dealer
2019,Civic Si Base,"$18,911 ",White,FWD,Gasoline,1.5L Turbo,52481,Dealer
2019,Civic Sport Touring,"$26,370 ",White,FWD,Gasoline,1.5L Turbo,47381,Dealer
2019,Civic EX,"$23,772 ",White,FWD,Gasoline,1.5L Turbo,47715,Dealer
2019,Accord Sport,"$24,998 ",White,FWD,Gasoline,1.5L Turbo,61435,Dealer
2019,Civic Sport,"$20,382 ",White,FWD,Gasoline,1.5L Turbo,44480,Dealer
2020,Accord Sport 1.5T,"$25,519 ",Black,FWD,Gasoline,1.5L Turbo,17797,Dealer
2020,Accord Sport 1.5T,"$27,595 ",Black,FWD,Gasoline,1.5L Turbo,11207,Dealer
2020,CR-V EX,"$28,780 ",Black,FWD,Gasoline,1.5L Turbo,32302,Dealer
2020,Accord LX 1.5T,"$21,995 ",Black,FWD,Gasoline,1.5L Turbo,50554,Dealer
2020,Accord Sport 1.5T,"$26,997 ",Black,FWD,Gasoline,1.5L Turbo,22769,Dealer
2020,Civic Si Base,"$27,193 ",Black,FWD,Gasoline,1.5L Turbo,21153,Dealer
2020,Accord Sport 1.5T,"$27,425 ",Black,FWD,Gasoline,1.5L Turbo,41468,Dealer
2020,CR-V LX,"$23,997 ",Black,FWD,Gasoline,1.5L Turbo,30669,Dealer
2020,Accord LX 1.5T,"$23,998 ",Black,FWD,Gasoline,1.5L Turbo,35302,Dealer
2020,Accord LX 1.5T,"$23,000 ",Black,FWD,Gasoline,1.5L Turbo,44361,Dealer
2020,CR-V EX-L,"$25,997 ",Blue,FWD,Gasoline,1.5L Turbo,52137,Dealer
2020,Civic Si Base,"$23,097 ",Blue,FWD,Gasoline,1.5L Turbo,68409,Dealer
2020,Civic Si Base,"$28,995 ",Blue,FWD,Gasoline,1.5L Turbo,31953,Dealer
2020,Civic Sport,"$26,716 ",Blue,FWD,Gasoline,1.5L Turbo,26765,Dealer
2020,Civic EX,"$24,950 ",Blue,FWD,Gasoline,1.5L Turbo,19078,Dealer
2020,Civic EX,"$24,035 ",Blue,FWD,Gasoline,1.5L Turbo,29696,Dealer
2020,Accord EX 1.5T,"$25,974 ",Blue,FWD,Gasoline,1.5L Turbo,6353,Dealer
2020,Accord LX 1.5T,"$23,495 ",Blue,FWD,Gasoline,1.5L Turbo,55061,Dealer
2020,Accord LX 1.5T,"$22,998 ",White,FWD,Gasoline,1.5L Turbo,91410,Dealer
2020,CR-V EX-L,"$25,434 ",Red,FWD,Gasoline,1.5L Turbo,46797,Dealer
2020,Accord EX-L,"$27,495 ",Red,FWD,Gasoline,1.5L Turbo,25654,Dealer
2020,Civic EX,"$25,980 ",Red,FWD,Gasoline,1.5L Turbo,30478,Dealer
2020,Civic EX,"$25,995 ",Red,FWD,Gasoline,1.5L Turbo,24905,Dealer
2020,Accord Sport 1.5T,"$24,296 ",Red,FWD,Gasoline,1.5L Turbo,30604,Dealer
2020,Accord Sport 1.5T,"$26,952 ",Red,FWD,Gasoline,1.5L Turbo,22160,Dealer
2020,CR-V EX-L,"$28,253 ",Silver,FWD,Gasoline,1.5L Turbo,47288,Dealer
2020,Accord Sport 1.5T,"$11,950 ",Silver,FWD,Gasoline,1.5L Turbo,53966,Dealer
2020,CR-V EX-L,"$29,991 ",Silver,FWD,Gasoline,1.5L Turbo,34579,Dealer
2020,Civic Si Base,"$26,000 ",Silver,FWD,Gasoline,1.5L Turbo,40436,Dealer
2020,Civic EX,"$23,495 ",Silver,FWD,Gasoline,1.5L Turbo,25737,Dealer
2020,Accord LX 1.5T,"$22,250 ",Silver,FWD,Gasoline,1.5L Turbo,36728,Dealer
2020,CR-V Touring,"$31,377 ",Silver,FWD,Gasoline,1.5L Turbo,39347,Dealer
2020,Accord LX 1.5T,"$20,691 ",Silver,FWD,Gasoline,1.5L Turbo,60488,Dealer
2020,CR-V EX-L,"$28,495 ",Silver,FWD,Gasoline,1.5L Turbo,34331,Dealer
2020,Civic Si Base,"$27,170 ",Silver,FWD,Gasoline,1.5L Turbo,22900,Dealer
2020,Civic Si Base,"$28,257 ",Silver,FWD,Gasoline,1.5L Turbo,28708,Dealer
2020,Civic Si Base,"$26,536 ",Silver,FWD,Gasoline,1.5L Turbo,29558,Dealer
2020,Civic Si Base,"$25,428 ",Silver,FWD,Gasoline,1.5L Turbo,50205,Dealer
2020,Civic Si Base,"$24,699 ",Silver,FWD,Gasoline,1.5L Turbo,37817,Dealer
